"Probes","Chr","Pos"
"cg24152179","chr22",19750918
"cg19774782","chr10",123909356
"cg20292791","chr1",58089357
"cg13526469","chr3",13245693
"cg24639679","chr6",32847590
"cg18038544","chr3",14576099
"cg14135852","chrX",118357181
"cg00063006","chr6",32847530
"cg03546360","chr1",12675968
"cg27051129","chr13",51417977
"cg24557048","chr1",2063799
"cg07115262","chr12",52702819
"cg02413092","chr7",156741538
"cg26586027","chr18",12068363
"cg00178928","chr2",233366275
"cg20949251","chr6",7432666
"cg05877550","chr16",85369038
"cg07296387","chr20",44838981
"cg10052908","chr6",74063522
"cg08374687","chr4",123300658
"cg25075776","chr6",30848828
"cg19228034","chr7",92672812
"cg26537280","chr1",95699037
"cg14769703","chr10",43818695
"cg14286514","chr9",32525315
"cg22897224","chr22",25160406
"cg21052104","chr5",178712636
"cg09482093","chr17",19314328
"cg06201514","chr2",1817409
"cg02068015","chr22",17848581
"cg26006084","chr5",171616571
"cg00787996","chr6",30072616
"cg03309770","chr16",10912478
"cg01066936","chr22",41776843
"cg14962509","chr1",36039655
"cg25607670","chr3",196750848
"cg04724659","chr1",229480105
"cg10394898","chr15",69755745
"cg23445321","chr1",234367493
"cg11060441","chr7",149485712
"cg25402787","chr15",53084679
"cg07865444","chr8",47866659
"cg15197065","chr5",78985562
"cg11872743","chr17",48858651
"cg22360016","chr2",105276153
"cg06979680","chr10",87676527
"cg22222281","chr12",6308758
"cg00333946","chr15",99975310
"cg16442587","chr18",56514573
"cg03142554","chr6",82958230
"cg25104872","chr6",28828977
"cg04037970","chr7",54955965
"cg03569507","chr17",46114237
"cg09798888","chr12",108239646
"cg21209395","chr9",35406764
"cg15138125","chr1",157948893
"cg06572093","chr14",69095231
"cg22745354","chr2",928720
"cg12291059","chr18",19997924
"cg03533472","chr16",46919112
"cg23907108","chr11",64405993
"cg26164577","chr12",96251788
"cg16096531","chr12",53722216
"cg13796250","chr6",108169200
"cg07011961","chr5",23507594
"cg05351887","chr16",3988869
"cg04452896","chr11",123940679
"cg20790798","chr5",1857306
"cg04098547","chr16",48125057
"cg27529555","chr1",205325859
"cg14818812","chr8",142362180
"cg10092257","chr18",19476959
"cg17804348","chr1",3649473
"cg00001099","chr8",87081553
"cg16284953","chr8",11471571
"cg16180796","chr7",23245900
"cg22160612","chr22",45705042
"cg23052055","chr1",3606042
"cg08818632","chr17",72931569
"cg25903143","chr11",68920466
"cg20262330","chr14",70826997
"cg10783149","chr14",55707866
"cg23164850","chr17",79495348
"cg21749424","chr6",166418799
"cg21872908","chr1",55271673
"cg19193384","chr17",30244184
"cg16695380","chr1",11743020
"cg25879142","chr7",4671391
"cg18288532","chr6",90597356
"cg04624413","chr8",41504763
"cg05467458","chr19",33361032
"cg20128319","chr2",97174815
"cg04589008","chr2",660692
"cg27367526","chr7",89841692
"cg24667603","chr15",96590566
"cg02174341","chr10",13276466
"cg24123198","chr4",184018031
"cg11541486","chr17",72358055
"cg06978117","chr11",111155014
"cg08932654","chr17",38084459
"cg02905426","chr1",28051771
"cg22047282","chr2",27301649
"cg18713687","chr3",195489789
"cg20740051","chr1",161147718
"cg23217153","chr2",242808611
"cg07130150","chr12",96883863
"cg16876823","chr19",2987082
"cg21784396","chr7",127991421
"cg19520234","chr4",141391053
"cg19928597","chr7",73157383
"cg18256205","chr5",180648409
"cg05030553","chr21",44061403
"cg27016974","chr3",46875724
"cg01693350","chr11",32452187
"cg27128941","chr5",177592922
"cg22937320","chr9",19032778
"cg04105712","chr1",158086146
"cg02152233","chr1",29189789
"cg17000480","chr10",134756994
"cg24945462","chr21",46714985
"cg14058476","chr14",24835609
"cg18163342","chr14",105332627
"cg25362652","chr6",106429769
"cg04933168","chr22",36960937
"cg18201671","chr1",223317548
"cg18478731","chr2",129659682
"cg06282802","chr2",127529446
"cg14254433","chr6",34482411
"cg05828191","chr16",75019382
"cg24253618","chr1",32054460
"cg18941641","chr10",78392320
"cg14166701","chr14",104574715
"cg05017199","chr7",150497065
"cg27475169","chr11",119190850
"cg06642945","chr6",163570860
"cg27547703","chr10",115939024
"cg12748639","chr2",71035898
"cg04342483","chr1",7259290
"cg04945076","chr12",131237654
"cg03549506","chr10",45695008
"cg23009263","chr14",100631741
"cg19027710","chr3",142837529
"cg20761187","chr11",133900924
"cg16810031","chr17",38024146
"cg23740940","chr11",68924746
"cg10166889","chr5",61028374
"cg14080129","chr9",90439478
"cg21193577","chr14",101036322
"cg27083329","chr15",29210949
"cg02855836","chr1",116710530
"cg25396728","chr12",248500
"cg13023646","chr4",165898835
"cg10053622","chr17",7643808
"cg14521421","chr11",8862019
"cg02940147","chr11",124747263
"cg08572513","chr11",126310409
"cg05671968","chr5",157741029
"cg16677399","chr6",28830902
"cg02773436","chr10",50650248
"cg08891559","chr10",119480849
"cg26656672","chr6",164393351
"cg06993467","chr1",21966500
"cg07689920","chr11",73356316
"cg12101586","chr15",75019203
"cg03800065","chr10",134808159
"cg17100943","chr19",6459300
"cg09084279","chr17",79495006
"cg15325070","chr1",2792704
"cg23688479","chr5",42756851
"cg02616418","chr4",154125681
"cg23012917","chr1",228890938
"cg05316463","chr14",95786663
"cg02978140","chr1",23880736
"cg03996861","chr8",54605613
"cg13930544","chr1",247694061
"cg09933329","chr7",44186183
"cg00927699","chr21",46493289
"cg14531437","chr9",113344615
"cg14333454","chr1",27189298
"cg11515089","chr17",18553533
"cg16885093","chr17",61988297
"cg11400650","chr15",69328155
"cg18052665","chr6",74064140
"cg24184022","chr7",55431084
"cg23791325","chr2",95743038
"cg25599129","chr1",116022006
"cg02064284","chr14",102990501
"cg23639734","chr4",24796753
"cg03579045","chr8",11579013
"cg24996814","chr11",68417376
"cg00448720","chr13",24883014
"cg03352173","chr3",112013130
"cg05589489","chr12",89748821
"cg10359157","chr13",51418020
"cg03302546","chr13",111718937
"cg01924435","chr4",184679625
"cg02899903","chr10",3216063
"cg00782200","chr2",145280523
"cg02931604","chr6",74064298
"cg23388085","chr6",1595741
"cg05474265","chr4",81128398
"cg15677087","chr20",61584850
"cg20171429","chr7",89873821
"cg17628249","chr17",58499854
"cg00658082","chr2",74669380
"cg09517075","chr8",22133004
"cg08370173","chr17",75537444
"cg16844661","chr11",2188244
"cg03382250","chr11",126471892
"cg18335290","chr2",128438947
"cg05180717","chr15",34516488
"cg14076971","chr1",2137665
"cg12743470","chr14",74815085
"cg15015340","chr11",61486220
"cg10401489","chr19",513241
"cg23098371","chr1",92012061
"cg23913963","chr1",17766917
"cg00931742","chr8",57027301
"cg12606933","chr5",157078573
"cg21467935","chr6",31781906
"cg13639937","chr1",92012655
"cg00797104","chr6",32847605
"cg05063670","chr6",166986562
"cg15780361","chr2",202484098
"cg26039829","chr8",22132926
"cg07045089","chr1",3620218
"cg18660345","chr20",35169539
"cg14414792","chr10",69992001
"cg12912758","chr6",1594591
"cg08289350","chr17",74524371
"cg23829948","chr4",3288458
"cg26706187","chr11",115024626
"cg10982664","chr5",78407418
"cg23737263","chr2",43328424
"cg02930419","chr17",19628087
"cg19870370","chr13",21010223
"cg06894628","chr8",143822543
"cg07626700","chr7",156741534
"cg08548500","chr13",113777160
"cg19865237","chr14",104690244
"cg11709544","chr1",26233404
"cg11855943","chr17",47964664
"cg12723492","chr11",126572385
"cg06200514","chr11",7052239
"cg24202119","chr5",35938692
"cg04833011","chr15",98836673
"cg24083746","chr19",45826152
"cg00398420","chr16",56681867
"cg02769477","chr1",17012728
"cg25924688","chr15",72977851
"cg22928954","chr19",56061106
"cg12439325","chr12",51236768
"cg07897069","chr5",126564606
"cg05369327","chr14",95826853
"cg02458053","chr21",47061442
"cg08878450","chr1",36915864
"cg17545182","chr1",247694041
"cg11556592","chr17",79283300
"cg25612391","chr19",19216451
"cg14485097","chr7",4671479
"cg10962524","chr5",83017009
"cg09893305","chr5",83017184
"cg01027976","chr22",42734612
"cg02477603","chr10",125034296
"cg15813594","chr5",38445563
"cg17520215","chr12",100967016
"cg06269928","chr1",242220771
"cg06928246","chr1",227974645
"cg11024722","chr10",5406901
"cg02744588","chr19",48823880
"cg04140525","chr1",153467760
"cg11334165","chr5",145758782
"cg08288433","chr17",20799511
"cg18938392","chr1",157248950
"cg09652312","chr7",155284062
"cg23549902","chr7",5184155
"cg14836522","chr1",31375133
"cg15774065","chr17",79495320
"cg00907008","chr3",350892
"cg06070578","chrX",102602857
"cg25120325","chr10",118380370
"cg27179680","chr1",205460879
"cg23052855","chr3",195929389
"cg04017512","chr10",35195138
"cg08159989","chr1",205326071
"cg15246511","chr2",21267212
"cg27350104","chr11",70958638
"cg24363820","chr22",51016703
"cg07013104","chr11",73357095
"cg24932660","chr1",27709575
"cg16331632","chr14",60783238
"cg16568641","chr8",133688377
"cg18432441","chr11",8106632
"cg19764594","chr3",10806288
"cg14958041","chr9",95675546
"cg11966998","chr11",15692519
"cg24756378","chr14",33401638
"cg25878149","chr2",150176814
"cg01202519","chr11",85645743
"cg02831900","chr4",184320640
"cg10807643","chr14",55907417
"cg19364351","chr11",6291879
"cg07803814","chr3",11746226
"cg07779699","chr19",55873983
"cg13570656","chr15",75019196
"cg27168291","chr6",33282997
"cg14307477","chr19",51330469
"cg21484547","chr13",28319144
"cg00314115","chr2",121280002
"cg10742957","chr19",39466716
"cg15278109","chr10",29214117
"cg04850999","chr10",77872084
"cg03257743","chr2",11123616
"cg13723983","chr9",132383362
"cg10570754","chr12",5589444
"cg23008871","chr17",45949743
"cg03333149","chr12",52473731
"cg21849552","chr3",14597650
"cg10519417","chr17",14201321
"cg10934807","chr2",113191815
"cg18498622","chrX",151810246
"cg25005368","chr10",47967085
"cg25943719","chr15",101421391
"cg09590377","chr2",8597389
"cg13731640","chr7",5278467
"cg09853936","chr1",3388196
"cg17391620","chr6",31734471
"cg03589001","chr15",79164714
"cg26607337","chr5",145758881
"cg03604763","chr1",85527490
"cg22700246","chr15",99978986
"cg22374525","chr1",116370764
"cg03217115","chr2",118942841
"cg13227481","chr2",220282946
"cg19319928","chr1",117317982
"cg06915226","chr2",70960959
"cg27649194","chr12",1974168
"cg02961934","chr7",150896413
"cg17515480","chr19",48049039
"cg19159759","chr13",20989818
"cg18709881","chr18",72837627
"cg14803869","chr12",131237682
"cg08209422","chr1",39407567
"cg26817546","chr5",135538704
"cg18943588","chr10",7517833
"cg26665274","chr20",6747409
"cg27629948","chr15",89285170
"cg04518195","chr19",51020534
"cg24892948","chr19",36001897
"cg07651048","chr12",49735444
"cg11948766","chr8",49494499
"cg14299483","chr14",101967780
"cg20317418","chr15",93679543
"cg18434354","chr2",121224009
"cg15117754","chr3",10150083
"cg08474748","chr5",74350214
"cg07745344","chr8",514802
"cg00316312","chr10",134916087
"cg16816874","chr8",11578850
"cg00627029","chr17",72322791
"cg07636176","chr2",21267175
"cg03472880","chr2",176931003
"cg01803844","chr17",8036816
"cg03483944","chr19",55874700
"cg09239106","chr12",49937997
"cg19392379","chr10",123909426
"cg03236170","chr16",87915396
"cg02042585","chr6",160783785
"cg02197228","chr2",220402771
"cg04598670","chr7",68697651
"cg00732378","chr16",55021073
"cg01570972","chr2",10090656
"cg20344448","chr10",14372431
"cg22933058","chr1",43472972
"cg08246800","chr11",73356353
"cg04248271","chr5",158524404
"cg18145090","chr13",20805094
"cg06637774","chr11",72975702
"cg27166581","chr1",155044322
"cg26172342","chr8",41654331
"cg07394701","chr1",145385758
"cg14213394","chr8",38508585
"cg12124927","chr11",120434391
"cg25154244","chr10",135060549
"cg08888203","chr3",10149979
"cg08111158","chr1",227746191
"cg00806138","chr1",47881404
"cg06168149","chr12",50497778
"cg06776201","chr14",73146496
"cg04205744","chr16",86606367
"cg16836311","chr1",25944712
"cg00693419","chr10",79325320
"cg14062977","chr9",135380213
"cg01401534","chr6",4079342
"cg02931685","chr19",14376360
"cg20401945","chr16",29912460
"cg19602315","chr17",30669494
"cg09889948","chr17",48858873
"cg26343510","chr11",72975668
"cg07238058","chr12",19936611
"cg13017614","chr1",47881737
"cg19605931","chr18",8662653
"cg03295928","chr2",74669349
"cg11884274","chr6",32164927
"cg25712005","chr7",73443113
"cg15804973","chr6",137114513
"cg10521948","chrX",8751524
"cg11883836","chr3",156838181
"cg25686793","chr19",48342875
"cg19727499","chr19",49628740
"cg17878899","chrX",118284724
"cg26841862","chr12",132638953
"cg10687107","chr8",67454667
"cg17129388","chr17",47571986
"cg14010405","chr1",89357911
"cg25301173","chr2",190984844
"cg09269945","chr20",55837692
"cg07075347","chr7",44104860
"cg17519938","chr1",3713580
"cg01215511","chr16",2975552
"cg21450652","chr3",46875436
"cg00653460","chr3",101406220
"cg10574365","chr1",32054836
"cg25137841","chr22",31536585
"cg20699586","chr1",227748719
"cg02470697","chr2",48844916
"cg05399330","chr1",55464530
"cg11231735","chr2",238065451
"cg21144493","chr1",7130061
"cg27108424","chr17",75537017
"cg09235562","chr19",384251
"cg19547370","chr3",142608898
"cg08310581","chr2",131797438
"cg10161743","chr19",48917816
"cg15750303","chr2",18765848
"cg16129526","chr14",69968273
"cg03162994","chr18",23713729
"cg15620905","chr1",44024150
"cg04613258","chr17",47589594
"cg10872641","chr7",91510597
"cg21201393","chr5",38445522
"cg11857646","chr7",150644631
"cg12626589","chr6",32120783
"cg16877087","chr2",161504834
"cg02630888","chr4",15657820
"cg05985317","chr6",32118208
"cg06181761","chr14",92042045
"cg26820168","chr8",124217896
"cg21062780","chr6",887772
"cg16725948","chr14",90167635
"cg12180613","chr5",132158560
"cg18318818","chr17",48640257
"cg25101936","chr11",113929164
"cg17344906","chr19",13202507
"cg27315996","chr8",21925182
"cg05139523","chr20",43435091
"cg00206639","chr15",99987871
"cg15139452","chr1",175856913
"cg22199969","chr2",233323840
"cg03507824","chr11",64176993
"cg10403849","chr10",70321959
"cg08837626","chr7",36011406
"cg00660384","chr10",43746736
"cg18414021","chr14",100069535
"cg08846011","chr1",117318133
"cg21593409","chr16",88706389
"cg25534953","chr2",97174206
"cg25718438","chr20",43743921
"cg06222062","chr1",20396690
"cg08701183","chr7",21209781
"cg19309616","chr1",41851836
"cg26940100","chr1",228395760
"cg08317694","chr15",78632144
"cg19197440","chr17",1811269
"cg16970604","chr8",61325803
"cg07769957","chr19",46443657
"cg08659204","chr17",35242555
"cg08707536","chr6",33797086
"cg21867110","chr19",22700397
"cg08772003","chr10",104629869
"cg03503642","chr6",75912711
"cg26396721","chr2",214171
"cg12343363","chr13",103346811
"cg08966208","chr11",1769409
"cg04865929","chr17",42908410
"cg08656770","chr6",116886276
"cg12561474","chr17",47590237
"cg23270113","chr19",45417587
"cg23012310","chr14",102050627
"cg19884634","chr7",127992634
"cg08767820","chr7",51539583
"cg15468668","chr17",7082699
"cg01054354","chr15",100272751
"cg05231970","chr10",102494880
"cg11871991","chr15",83240213
"cg13228642","chr1",181057360
"cg17352045","chr6",32847702
"cg13304350","chr17",43084426
"cg26333618","chr12",48336655
"cg00324725","chr16",56581212
"cg22414192","chr20",49621088
"cg19535358","chr13",113121733
"cg08358943","chr17",44889584
"cg12686920","chr17",41739806
"cg19461383","chr15",69325362
"cg01430344","chr2",16154047
"cg08732750","chr1",87598351
"cg19263607","chr7",140135515
"cg14206172","chr19",39466757
"cg07031872","chr14",92788417
"cg02452639","chr1",116710227
"cg13809236","chr11",45908036
"cg24489344","chr22",46457998
"cg05365033","chr19",18889003
"cg17397004","chr22",38863644
"cg08221781","chr11",66822904
"cg02704502","chr11",2036580
"cg12099459","chr1",147826902
"cg04295144","chr19",10407184
"cg21067023","chr18",501513
"cg16244664","chr12",130821530
"cg13891539","chr12",30322730
"cg09188304","chr16",84852691
"cg08670906","chr6",1604081
"cg06521653","chr16",85845811
"cg01713438","chr1",175116228
"cg20794351","chr8",21908746
"cg15037663","chr7",24797835
"cg06502392","chr3",32634341
"cg22190721","chr16",68269295
"cg17210938","chr1",59043173
"cg14395298","chr13",23412250
"cg19234983","chr1",211688020
"cg08274552","chr2",220491834
"cg11041817","chr17",46685327
"cg20512303","chr5",131592959
"cg22276371","chr2",233390859
"cg11976911","chr11",13509032
"cg22570042","chr17",20799532
"cg17263206","chr5",154071247
"cg13010014","chr11",124740965
"cg10528576","chr14",101192913
"cg13468625","chr9",140201458
"cg00567703","chr12",54413101
"cg26917745","chr7",30939723
"cg14044120","chr9",139949577
"cg19154323","chr2",208890802
"cg17200137","chr10",48416896
"cg02980055","chr8",47866183
"cg00506049","chr7",75887380
"cg03987199","chr1",29189655
"cg10892403","chr11",62676929
"cg11743829","chr1",145714124
"cg26023303","chr14",103541561
"cg26643476","chr12",123215684
"cg16135695","chr10",1889970
"cg22795769","chr17",1396123
"cg06355129","chr1",156646293
"cg19628934","chr14",77499391
"cg02716646","chr2",25384293
"cg26280727","chr19",49000998
"cg26935536","chr5",77145356
"cg25883020","chr8",41504993
"cg11262850","chr5",154071158
"cg26027576","chr8",27441373
"cg05767720","chr6",32117281
"cg01807241","chr4",3043527
"cg22382021","chr8",145755756
"cg08538032","chr1",50574507
"cg07618085","chr17",77924582
"cg09953520","chr8",25812278
"cg20167366","chr6",30094980
"cg14042396","chr2",16153454
"cg00138926","chr2",11118414
"cg08043020","chr11",8038083
"cg24580146","chr17",7644241
"cg10772086","chr3",133464651
"cg12564567","chr11",116371188
"cg21862126","chr1",1076296
"cg05204532","chr2",8597177
"cg19763471","chr17",48698761
"cg05034195","chr2",129659834
"cg19403023","chr16",2848797
"cg24490133","chr1",245607970
"cg10973146","chr14",103568471
"cg25122629","chr2",54936822
